reviewerID,reviewerName,reviewText,overall,summary,reviewTime,reviewWords
A18C03TA8N26L4,Javier Fernandez,"I've just got the Shure SM58 microphone.As expected, this is a real workhorse of microphones; the sound is clear, crispy, robust, high quality product.Also, I've bought it at Amazon and they sold through J&R; Music and Computer World which is an excellent supplier. They shipped in less time than expected.I'm a really happy customer now.",5,"Great product, great supplier","07 6, 2011",55
AQFOCVEBDCYU9,Jazzgryl52,no complaints here! the quality is great! the sounds is excellent! and my voice sounds wonderful and crisp. use it all the time.,5,jazzgryl52,"09 14, 2013",23
A1XXS0OSY2JLHW,Joyfulsinger,A nice addition to my recording home studio!  I recommend it for any one who records ballads or light classical music.,5,Quality at a good price.,"12 25, 2012",21
A319B090A2POEB,Lee,This mic works better for some people than others. That being said it is the first mic I put in a lead singers hand upon meeting them. If it doesn't sound good then I try something else. I have no complaints it is my GO TO MIC.,4,Good all around vocal mic,"10 19, 2012",47
AW6A4PPENVZY3,"Li ""Amazon-Aholic""","I bought two microphones, a AKG D5 and SM58.  I like AKG D5 a little better than this because the vocal sounded a lot clearer and crisp on the AKG.The SM sounded muted compared to D5 without any sound modification out of box.  The output is also a little less sensitive than the D5.However I like the look of SM58 and it seems to be extremely durable.",4,Good,"04 4, 2014",67
A34IJACMU8C3IM,"Rob W. ""Sounddude""","In the immortal words that John Cameron Swayze used when hawking his Timex watches during the early days of live television, the Shure SM58 Vocal mic fits perfectly into that same category.Before I found a career as a film and television sound recordist and mixer, I played in rock bands and did live sound mixing. One of the very first mics we truly fell in love with was the SM58. Introduced by the Shure Brothers Company in 1966, the SM58 quickly rose to become the industry standard in rugged road mics that actually sound good to the ear and are nearly indestructible.The mic capsule is of cardiord (heart shaped) design which helps reject sound from either side. There is a 4K bump in it's frequency which helps vocals cut through stage noise. Construction is rugged, frequency response is 50 to 15,000 Hz, and the capsule sits internally on a foam shock mount to help isolate it from handling noise.We used to joke about the SM58 in that if you needed a hammer and you couldn't find one, just grab one of these, they are that tough. I've seen some of these on the road that you couldn't believe still worked, but they did and sounded great.The cage style pop screen gives the SM58 not only it's distinctive look, one that influenced many other mic brands from the day it was introduced, but it's part of the functionality. Internally lined with a layer of acoustic foam, the cage helps keep vocals pops from getting to the dynamic mic element. As a frame of reference, theShure SM57LC Shure SM57 Cardioid Dynamic Microphoneis the same exact mic and capsule, but without the pop screen.Shure also sells a Performer series mic, theShure Beta 58A Supercardioid Dynamic Microphonethat looks almost identical to the SM58 but uses a totally different mic capsule and transformer and has a different sound so try before you buy.The Shure SM58 is still considered the industry standard of live performance mics today and for the price, they really are a good deal.",4,Takes A Licking And Keeps On Ticking,"12 13, 2008",341
A6FIAB28IS79,Samuel Chell,"I made the mistake of thinking I could save forty bucks and get by with the Shure PG-58.  I'm no vocalist but occasionally need to do announcements or accommodate a guest vocalist through an instrument amp (rather than a P.A.). Whatever the reason, the PG-58 simply doesn't have sufficient gain or oomph to be of much use with the Roland Cube / Peavey amps I try to employ it with (I use a 1/4"" adapter with the XLR connector that comes with the mic).  When I borrow a Shure SM-58 mic from someone, the difference is instant and dramatic--it's a far more efficient (i.e. louder) mic, producing a full, clear sound, and without additional pre-amplification, demonstrating why it's the most popular microphone in the world.  For five bucks extra, I can't fathom a reason for avoiding the SM-58S, the version with an on-off switch.  It's a small price to pay for quick solutions to feedback or the unwanted pick-up of ""private"" comments by indiscreet band members.  And even if you're an instrumentalist, it may be wiser to select the SM-58 over the SM-57.  The former mic is a little more ostentatious, but it's also slightly more adaptable, and the screen can filter out a certain amount of wind noise and unwanted non-musical sounds. Above all, the SM-58 has proven itself to be the Sherman tank of microphones, simply unparalleled for ruggedness and durability.[I see a review cautioning the consumer to be wary of ""this seller.""  Perhaps a good point unless it's in reference to Amazon Prime, which is the Shure SM-58 of commerce: competitive prices, no postage, easy returns.  But anyone who returns an SM58 probably had no business buying it in the first place.  They are the populous drones of the industry, invariably purchased by professionals who know first-hand what they're getting--reliability and virtual indestructibility.  In fact, it's the very popularity of the SM58 that has led to all of the slightly less or more expensive imitators.  Consumers require choice, but with the Shure SM58 there need be none.]",5,A Shure Bet.,"06 16, 2009",340
A2INSN8Z69R0FK,Stabon,There are plenty of flashier - prettier - modern-er looking or more nostalgic looking microphones out there.  Its all just so much marketing garbage. These mics are the best mic for the buck out there.  Anyone who claims to be able to tell the difference between this and far more expensive ones is blowing smoke up your a**.,4,Industry Standard,"09 15, 2013",58
A32E8LG6I4W2AI,T,"The mic is well made (heavy on the &#34;mic&#34; end), but I have yet to try it with my pop filter and multi-track studio.",4,good mic,"04 13, 2013",24
AJK15Q9JOEHRH,aceofbase,"This is a well made, low noise and low cost cable. Unless you make a lot of money with your recordings, this will do just fine!",5,Good value for home recording,"05 11, 2011",26
